"","IDEN3","SERIE","CANSIS","GROUPE","PARCELLE","COMTE","Culture_1","COMMENTA","Duree_1","Duree_1b","Culture_2","Duree_2","Culture_3","Duree_3","Duree_rotation","Dist_Site","Nbre_site","xcoord","ycoord"
"170","CEG019","CHATEAUGUAY","CEG",1,"019","DEUX-MONTAGNES","1-prairie",NA,15,NA,"céréales",NA,NA,NA,NA,46,7,-8225600.231,5714286.143
"171","CEG045","CHATEAUGUAY","CEG",1,"045","L'ASSOMPTION","3-maïs-grain",NA,5,NA,"prairie",NA,NA,NA,NA,45,7,-8193412.388,5759960.387
"172","CIN029","CHAMPLAIN","CIN",1,"029","CHAMPLAIN","3-maïs-grain",NA,5,NA,"céréales",2,"maïs",8,NA,1157,7,-8046138.966,5857348.736
"173","CIN030","CHAMPLAIN","CIN",1,"030","CHAMPLAIN","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,825,7,-8041327.893,5869636.146
"174","CIN039","CHAMPLAIN","CIN",1,"039","CHAMPLAIN","1-prairie",NA,4,NA,"céréales",NA,NA,NA,NA,722,7,-8052865.269,5854156.857
"175","CIN042","CHAMPLAIN","CIN",1,"042","CHAMPLAIN","2-céréales",NA,2,NA,"maïs",NA,NA,NA,NA,857,7,-8049836.353,5855735.318
"176","CIN055","CHAMPLAIN","CIN",1,"055","CHAMPLAIN","2-céréales",NA,2,NA,"prairie",NA,NA,NA,NA,682,7,-8050777.737,5855318.244
"177","CIN058","CHAMPLAIN","CIN",1,"058","CHAMPLAIN","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,442,7,-8041562.371,5870025.874
"178","CIS023","CALAIS","CIS",3,"023","STANSTEAD","5-maïs-ensilage",NA,1,NA,"céréales",1,NA,NA,NA,384,7,-7997291.105,5634736.311
"179","CIS026","CALAIS","CIS",3,"026","STANSTEAD","2-céréales",NA,1,NA,"maïs",7,NA,NA,NA,781,7,-7979754.166,5643366.363
"180","CIS029","CALAIS","CIS",3,"029","STANSTEAD","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,595,7,-7982295.116,5643139.233
"181","CIS032","CALAIS","CIS",3,"032","STANSTEAD","1-prairie",NA,4,NA,"maïs",NA,NA,NA,NA,425,7,-7997108.974,5634728.539
"182","CLD042","CALDER","CLD",2,"042","BELLECHASSE","2-céréales",NA,6,NA,NA,NA,NA,NA,NA,466,7,-7840913.121,5892209.107
"183","CLD043","CALDER","CLD",2,"043","BELLECHASSE","2-céréales",NA,6,NA,NA,NA,NA,NA,NA,101,7,-7841446.185,5892372.91
"184","CLD044","CALDER","CLD",2,"044","BELLECHASSE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,815,7,-7853924.555,5891744.187
"185","CLD045","CALDER","CLD",2,"045","BELLECHASSE","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,794,7,-7853949.451,5891952.341
"186","CLT014","COLTON","CLT",2,"014","COMPTON","3-maïs-grain",NA,10,NA,NA,NA,NA,NA,NA,573,7,-7985833.55,5674174.344
"187","CLT015","COLTON","CLT",2,"015","COMPTON","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,783,7,-7984770.44,5669501.786
"188","CLT016","COLTON","CLT",2,"016","COMPTON","2-céréales",NA,1,NA,"pommes de terre",2,NA,NA,NA,767,7,-7984089.116,5669148.407
"189","CLT018","COLTON","CLT",2,"018","COMPTON","4-pommes de terre",NA,2,NA,"céréales",1,NA,NA,NA,541,7,-7983947.207,5666922.933
"190","CLT034","COLTON","CLT",2,"034","STANSTEAD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,639,7,-7983544.98,5667746.399
"191","CLT040","COLTON","CLT",2,"040","STANSTEAD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,642,7,-7983568.409,5667900.257
"192","COP011","CHALOUPE","COP",1,"011","BERTHIER","1-prairie",NA,2,NA,"maïs",1,"prairie",3,NA,56,7,-8146804.869,5788832.393
"193","COP012","CHALOUPE","COP",1,"012","BERTHIER","5-maïs-ensilage",NA,2,NA,"prairie",3,"céréales",1,NA,61,7,-8146912.624,5788711.789
"194","COP017","CHALOUPE","COP",1,"017","BERTHIER","2-céréales",NA,3,NA,"prairie",NA,NA,NA,NA,152,7,-8150553.417,5796100.968
"195","COP019","CHALOUPE","COP",1,"019","BERTHIER","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,65,7,-8147143.329,5792490.484
"196","COP020","CHALOUPE","COP",1,"020","BERTHIER","6-autres","maïs sucré",1,NA,"haricot",NA,NA,NA,NA,107,7,-8147109.217,5791573.532
"197","COP025","CHALOUPE","COP",1,"025","BERTHIER","2-céréales",NA,3,NA,"pois",2,NA,NA,NA,50,7,-8148291.143,5790298.925
"198","COT011","COTNOIR","COT",1,"011","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,74,7,-8839231.883,5978221.444
"199","COT023","COTNOIR","COT",1,"023","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8847570.622,6022338.283
"200","COT026","COTNOIR","COT",1,"026","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,36,7,-8843179.12,6019661.166
"201","COT042","COTNOIR","COT",1,"042","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8843177.209,6019847.21
"202","COT095","COTNOIR","COT",1,"095","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8840587.213,5977860.435
"203","COT096","COTNOIR","COT",1,"096","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8840293.827,5977786.726
"204","CPU021","CHAPEAU","CPU",1,"021","BERTHIER","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,145,7,-8163279.916,5837677.205
"205","CPU026","CHAPEAU","CPU",1,"026","BERTHIER","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,25,7,-8154974.183,5811867.852
"206","CPU029","CHAPEAU","CPU",1,"029","BERTHIER","2-céréales",NA,10,NA,"friche",NA,NA,NA,NA,46,7,-8156650.707,5809544.397
"207","CPU030","CHAPEAU","CPU",1,"030","BERTHIER","2-céréales",NA,4,NA,"prairie",4,NA,NA,NA,39,7,-8155012.11,5812134.033
"208","CPU033","CHAPEAU","CPU",1,"033","BERTHIER","1-prairie","trèfle rouge",2,NA,"prairie",10,NA,NA,NA,116,7,-8162131.072,5837217.453
"209","CTU004","COTEAU","CTU",2,"004","PONTIAC","3-maïs-grain",NA,11,NA,NA,NA,NA,NA,NA,589,7,-8480479.234,5707390.076
"210","CTU042","COTEAU","CTU",2,"042","PAPINEAU","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,51,7,-8400851.574,5711195.927
"211","CTU043","COTEAU","CTU",2,"043","PAPINEAU","6-autres","maïs sucré",8,NA,NA,NA,NA,NA,NA,67,7,-8401224.882,5711696.343
"212","CTU044","COTEAU","CTU",2,"044","PAPINEAU","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,46,7,-8406086.099,5710380.54
"213","CTU045","COTEAU","CTU",2,"045","PAPINEAU","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,61,7,-8401788.478,5711304.153
"214","CUV12","COURVAL","CUV",1,"12","YAMASKA","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,825,7,-8089062.553,5788766.427
"215","CUV13","COURVAL","CUV",1,"13","YAMASKA","3-maïs-grain",NA,9,"9-10 ans",NA,NA,NA,NA,NA,1687,7,-8089332.688,5788179.008
"216","CUV15","COURVAL","CUV",1,"15","YAMASKA","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,934,7,-8090812.658,5796325.857
"217","CUV16","COURVAL","CUV",1,"16","YAMASKA","3-maïs-grain",NA,17,NA,NA,NA,NA,NA,NA,1079,7,-8090872.445,5796038.628
"218","DBU041","DOLBEAU","DBU",2,"041","LAC ST-JEAN OUEST","1-prairie",NA,3,"3-4 ans",NA,NA,NA,NA,NA,1196,7,-8042184.015,6243751.794
"219","DBU042","DOLBEAU","DBU",2,"042","LAC ST-JEAN OUEST","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,1190,7,-8041798.081,6242440.657
"220","DBU071","DOLBEAU","DBU",2,"071","LAC ST-JEAN OUEST","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,700,7,-8086087.634,6227003.371
"221","DBU072","DOLBEAU","DBU",2,"072","LAC ST-JEAN OUEST","2-céréales",NA,6,NA,NA,NA,NA,NA,NA,856,7,-8060429.667,6214046.119
"222","DBU073","DOLBEAU","DBU",2,"073","LAC ST-JEAN OUEST","4-pommes de terre",NA,1,NA,NA,NA,NA,NA,NA,1101,7,-8042980.387,6241880.468
"223","DBU074","DOLBEAU","DBU",2,"074","LAC ST-JEAN OUEST","4-pommes de terre",NA,1,NA,NA,NA,NA,NA,NA,1113,7,-8043144.083,6241493.7
"224","DBY035","DANBY","DBY",2,"035","COMPTON","1-prairie",NA,12,NA,"pommes de terre",NA,NA,NA,NA,673,7,-7977471.7,5685748.125
"225","DBY036","DANBY","DBY",2,"036","COMPTON","4-pommes de terre",NA,1,NA,"céréales",1,NA,NA,NA,479,7,-7977614.373,5685692.809
"226","DBY041","DANBY","DBY",2,"041","SHERBROOKE","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,427,7,-7964055.267,5685485.055
"227","DBY042","DANBY","DBY",2,"042","SHERBROOKE","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,541,7,-7964492,5685350.893
"228","DBY043","DANBY","DBY",2,"043","SHERBROOKE","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,694,7,-7970308.749,5687144.009
"229","DBY044","DANBY","DBY",2,"044","SHERBROOKE","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,717,7,-7969970.728,5687767.396
"230","DBY045","DANBY","DBY",2,"045","SHERBROOKE","4-pommes de terre",NA,1,NA,"céréales",1,NA,NA,NA,428,7,-7970241.685,5690297.364
"231","DFF013","DUFFERIN","DFF",3,"013","COMPTON","5-maïs-ensilage",NA,NA,NA,NA,NA,NA,NA,NA,852,7,-7985289.665,5669559.42
"232","DFF017","DUFFERIN","DFF",3,"017","COMPTON","4-pommes de terre",NA,2,NA,"céréales",1,NA,NA,NA,1064,7,-7985438.813,5668512.341
"233","DFF019","DUFFERIN","DFF",3,"019","SHERBROOKE","3-maïs-grain",NA,2,NA,"céréales",2,"maïs",8,NA,797,7,-8002154.638,5658423.106
"234","DFF020","DUFFERIN","DFF",3,"020","SHERBROOKE","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,655,7,-8002201.623,5658604.371
"235","DFF030","DUFFERIN","DFF",3,"030","COMPTON","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,543,7,-7986200.402,5668720.393
"236","DFF049","DUFFERIN","DFF",3,"049","COMPTON","4-pommes de terre",NA,2,NA,"millet",1,NA,NA,NA,559,7,-7990623.178,5663447.468
"237","DGX006","DES ORIGNAUX","DGX",2,"006","LOTBINIERE","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,1542,7,-8010380.539,5868075.676
"238","DGX007","DES ORIGNAUX","DGX",2,"007","LOTBINIERE","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,479,7,-8009443.164,5869000.76
"239","DGX008","DES ORIGNAUX","DGX",2,"008","LOTBINIERE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,908,7,-8009176.701,5868913.408
"240","DGX019","DES ORIGNAUX","DGX",2,"019","LOTBINIERE","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,536,7,-8008434.321,5867796.646
"241","DHU029","DALHOUSIE","DHU",1,"029","GATINEAU","2-céréales","orge",4,NA,NA,NA,NA,NA,NA,266,7,-8448654.579,5697403.127
"242","DHU030","DALHOUSIE","DHU",1,"030","GATINEAU","6-autres","maïs sucré",2,NA,"céréales",3,NA,NA,NA,185,7,-8447841.249,5697512.95
"243","DHU031","DALHOUSIE","DHU",1,"031","GATINEAU","1-prairie",NA,6,NA,"friche",25,NA,NA,NA,155,7,-8448724.97,5697797.074
"244","DHU041","DALHOUSIE","DHU",1,"041","PONTIAC","3-maïs-grain",NA,3,NA,"prairie",NA,NA,NA,NA,82,7,-8505961.599,5706654.588
"245","DHU046","DALHOUSIE","DHU",1,"046","HULL","1-prairie",NA,15,NA,NA,NA,NA,NA,NA,102,7,-8449238.41,5714193.062
"246","DHU048","DALHOUSIE","DHU",1,"048","PONTIAC","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,320,7,-8526990.516,5717819.876
"247","DJR29","DU JOUR","DJR",1,"29","ST-HYACINTHE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,62,7,-8124685.391,5701537.618
"248","DJR30","DU JOUR","DJR",1,"30","ST-HYACINTHE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,64,7,-8124640.724,5710520.976
"249","DJR39","DU JOUR","DJR",1,"39","ROUVILLE","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,136,7,-8134932.549,5705489.134
"250","DJR41","DU JOUR","DJR",1,"41","ST-HYACINTHE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,46,7,-8118764.846,5730389.36
"251","DLS079","DE L'ANSE","DLS",1,"079","KAMOURASKA","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,627,7,-7796731.397,6005357.059
"252","DLS080","DE L'ANSE","DLS",1,"080","KAMOURASKA","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,627,7,-7796133.675,6004773.288
"253","DLS082","DE L'ANSE","DLS",1,"082","KAMOURASKA","2-céréales",NA,20,NA,NA,NA,NA,NA,NA,957,7,-7796405.534,6004175.546
"254","DLS083","DE L'ANSE","DLS",1,"083","KAMOURASKA","2-céréales",NA,20,NA,NA,NA,NA,NA,NA,508,7,-7797097.992,6005049.148
"255","DLS084","DE L'ANSE","DLS",1,"084","KAMOURASKA","2-céréales",NA,15,NA,NA,NA,NA,NA,NA,608,7,-7796008.165,6004395.316
"256","DLS085","DE L'ANSE","DLS",1,"085","KAMOURASKA","2-céréales",NA,15,NA,NA,NA,NA,NA,NA,847,7,-7796900.741,6005275.028
"257","DLS086","DE L'ANSE","DLS",1,"086","KAMOURASKA","1-prairie",NA,4,NA,"céréales",2,NA,NA,NA,1272,7,-7795992.805,6004210.067
"258","DLS087","DE L'ANSE","DLS",1,"087","KAMOURASKA","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,477,7,-7796923.5,6005137.08
"259","DLS088","DE L'ANSE","DLS",1,"088","KAMOURASKA","2-céréales",NA,2,NA,"céréales",NA,NA,NA,NA,1620,7,-7792655.363,6012823.205
"260","DLS089","DE L'ANSE","DLS",1,"089","KAMOURASKA","5-maïs-ensilage",NA,13,"13-14 ans",NA,NA,NA,NA,NA,559,7,-7769937.325,6039799.005
"261","DLS090","DE L'ANSE","DLS",1,"090","KAMOURASKA","5-maïs-ensilage",NA,13,"13-14 ans",NA,NA,NA,NA,NA,540,7,-7770075.358,6039726.505
"262","DLS092","DE L'ANSE","DLS",1,"092","KAMOURASKA","4-pommes de terre",NA,6,NA,NA,NA,NA,NA,NA,791,7,-7792942.99,6011579.974
"263","DOV010","DORVAL","DOV",1,"010","L'ASSOMPTION","3-maïs-grain",NA,3,NA,"prairie",NA,NA,NA,NA,450,7,-8193268.779,5760189.313
"264","DOV013","DORVAL","DOV",1,"013","L'ASSOMPTION","1-prairie",NA,5,NA,"maïs",NA,NA,NA,NA,46,7,-8193245.501,5759942.569
"265","DOV016","DORVAL","DOV",1,"016","L'ASSOMPTION","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,119,7,-8196676.295,5757111.346
"266","DOV017","DORVAL","DOV",1,"017","L'ASSOMPTION","3-maïs-grain",NA,3,NA,"prairie",NA,NA,NA,NA,89,7,-8196305.652,5755821.985
"267","DSB015","DESBIENS","DSB",2,"015","LAC ST-JEAN OUEST","5-maïs-ensilage",NA,7,NA,NA,NA,NA,NA,NA,1028,7,-8068728.476,6209808.895
"268","DSB022","DESBIENS","DSB",2,"022","LAC ST-JEAN EST","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,670,7,-8000952.808,6171854.265
"269","DSB023","DESBIENS","DSB",2,"023","LAC ST-JEAN EST","4-pommes de terre",NA,6,"6-8 ans",NA,NA,NA,NA,NA,469,7,-8008063.451,6169461.355
"270","DSB024","DESBIENS","DSB",2,"024","LAC ST-JEAN EST","4-pommes de terre",NA,20,NA,NA,NA,NA,NA,NA,1141,7,-8008398.43,6169814.718
"271","DSB039","DESBIENS","DSB",2,"039","LAC ST-JEAN EST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,764,7,-8010035.107,6169757.961
"272","DSB040","DESBIENS","DSB",2,"040","LAC ST-JEAN EST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,976,7,-8007582.729,6174177.041
"273","DSS041","DESSAINT","DSS",3,"041","BEAUCE NORD","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,2441,7,-7907477.577,5873444.879
"274","DSS043","DESSAINT","DSS",3,"043","BEAUCE NORD","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,2380,7,-7907499.015,5873372.384
"275","DSS045","DESSAINT","DSS",3,"045","BEAUCE NORD","5-maïs-ensilage",NA,12,NA,NA,NA,NA,NA,NA,895,7,-7906189.469,5863443.519
"276","DSS047","DESSAINT","DSS",3,"047","BEAUCE NORD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1136,7,-7906353.393,5862645.485
"277","DSS049","DESSAINT","DSS",3,"049","BEAUCE NORD","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1527,7,-7906603.142,5862825.249
"278","DSS051","DESSAINT","DSS",3,"051","BEAUCE NORD","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,1401,7,-7907786.224,5865821.403
"279","DSS053","DESSAINT","DSS",3,"053","BEAUCE NORD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1510,7,-7906532.995,5869011.005
"280","DSS065","DESSAINT","DSS",3,"065","BEAUCE NORD","5-maïs-ensilage",NA,7,NA,NA,NA,NA,NA,NA,1671,7,-7906683.643,5868821.932
"281","DSU18","DES SAULTS","DSU",1,"18","YAMASKA","3-maïs-grain",NA,15,NA,NA,NA,NA,NA,NA,1367,7,-8085498.036,5793527.382
"282","DSU19","DES SAULTS","DSU",1,"19","NICOLET","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,1233,7,-8043500.634,5806152.25
"283","DSU26","DES SAULTS","DSU",1,"26","NICOLET","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,682,7,-8066745.3,5781894.217
"284","DSU27","DES SAULTS","DSU",1,"27","DRUMMOND","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,1132,7,-8061730.746,5780621.906
"285","DUA002","DUHAMEL","DUA",1,"002","TEMISCAMINGUE","1-prairie",NA,3,"3-4 ans",NA,NA,NA,NA,NA,59,7,-8826285.902,6014780.09
"286","DUA017","DUHAMEL","DUA",1,"017","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,65,7,-8829955.72,5976163.669
"287","DUA034","DUHAMEL","DUA",1,"034","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8850226.696,6050647.483
"288","DUA040","DUHAMEL","DUA",1,"040","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,15,7,-8830559.921,5974254.892
"289","DUA043","DUHAMEL","DUA",1,"043","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8842736.757,6013179.333
"290","DUA053","DUHAMEL","DUA",1,"053","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,135,7,-8851029.081,6039551.362
"291","DUA060","DUHAMEL","DUA",1,"060","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8850298.795,6036644.44
"292","DUA071","DUHAMEL","DUA",1,"071","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8839297.974,5988060.348
"293","DUA073","DUHAMEL","DUA",1,"073","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8835868.16,6003636.457
"294","DUA094","DUHAMEL","DUA",1,"094","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,15,7,-8829675.099,5980700.64
"295","DUA103","DUHAMEL","DUA",1,"103","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,104,7,-8835872.07,6005218.11
"296","DUA107","DUHAMEL","DUA",1,"107","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8839837.012,5988286.354
"297","DUP001","DUPAS","DUP",2,"001","BERTHIER","1-prairie",NA,4,NA,"céréales",1,"maïs",3,NA,44,7,-8140604.962,5796164.008
"298","DUP002","DUPAS","DUP",2,"002","BERTHIER","5-maïs-ensilage",NA,2,NA,"prairie",4,"céréales",1,NA,32,7,-8140696.785,5796073.784
"299","DUP003","DUPAS","DUP",2,"003","BERTHIER","1-prairie",NA,3,NA,"maïs-ensilage",3,NA,NA,NA,65,7,-8138221.989,5806206.67
"300","DUP013","DUPAS","DUP",2,"013","BERTHIER","5-maïs-ensilage",NA,2,NA,"sarrasin",1,NA,NA,NA,37,7,-8138163.454,5806629.29
"301","DUP016","DUPAS","DUP",2,"016","BERTHIER","2-céréales",NA,3,NA,"prairie",NA,NA,NA,NA,47,7,-8139189.13,5797887.584
"302","DUP022","DUPAS","DUP",2,"022","BERTHIER","2-céréales",NA,5,NA,"pâturage",NA,NA,NA,NA,17,7,-8139135.39,5806272.086
"303","DUX071","DU CREUX","DUX",1,"071","BELLECHASSE","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,350,7,-7886220.674,5908889.605
"304","DUX079","DU CREUX","DUX",1,"079","BELLECHASSE","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,316,7,-7885832.369,5908715.723
"305","DUX080","DU CREUX","DUX",1,"080","BELLECHASSE","2-céréales",NA,8,NA,"prairie",NA,NA,NA,NA,721,7,-7892061.62,5884857.062
"306","DUX081","DU CREUX","DUX",1,"081","BELLECHASSE","1-prairie",NA,4,NA,"céréales",NA,NA,NA,NA,791,7,-7892221.476,5885363.973
"307","EUG016","EUGENE","EUG",1,"016","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,65,7,-8835714.124,5970770.183
"308","EUG045","EUGENE","EUG",1,"045","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8835728.014,5980117.315
"309","EUG084","EUGENE","EUG",1,"084","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,15,7,-8828250.367,5976481.974
"310","EUG098","EUGENE","EUG",1,"098","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,38,7,-8836453.616,6005227.108
"311","FAE001","FABRE","FAE",1,"001","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,433,7,-8848636.99,6020096.848
"312","FAE012","FABRE","FAE",1,"012","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,103,7,-8839970.485,5977572.029
"313","FAE018","FABRE","FAE",1,"018","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,59,7,-8831320.513,5974056.934
"314","FAE022","FABRE","FAE",1,"022","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8850925.944,6002966.008
"315","FAE062","FABRE","FAE",1,"062","TEMISCAMINGUE","1-prairie","implantation luzerne",NA,NA,NA,NA,NA,NA,NA,59,7,-8837807.442,6029720.84
"316","FAE090","FABRE","FAE",1,"090","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,29,7,-8839315.837,5969367.636
"317","FAE092","FABRE","FAE",1,"092","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,36,7,-8839221.846,5969366.052
"318","FAE108","FABRE","FAE",1,"108","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,67,7,-8841952.685,6008202.816
"319","FAR010","FARMINGTON","FAR",3,"010","PONTIAC","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,170,7,-8529570.08,5717128.98
"320","FAR011","FARMINGTON","FAR",3,"011","PONTIAC","3-maïs-grain",NA,2,NA,NA,NA,NA,NA,NA,197,7,-8529855.085,5717129.684
"321","FAR037","FARMINGTON","FAR",3,"037","PORTNEUF","1-prairie",NA,30,NA,NA,NA,NA,NA,NA,316,7,-8018410.943,5882913.205
"322","FAR038","FARMINGTON","FAR",3,"038","PORTNEUF","1-prairie",NA,25,"25-30 ans",NA,NA,NA,NA,NA,468,7,-8018185.146,5882797.094
"323","FAR079","FARMINGTON","FAR",3,"079","PORTNEUF","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,44,7,-8016833.85,5883478.623
"324","FAR080","FARMINGTON","FAR",3,"080","PORTNEUF","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,51,7,-8016948.492,5883425.077
"325","FLY29","FLEURY","FLY",2,"29","RICHELIEU","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,984,7,-8123471.113,5769765.901
"326","FLY30","FLEURY","FLY",2,"30","RICHELIEU","3-maïs-grain",NA,7,"7-8 ans",NA,NA,NA,NA,NA,824,7,-8123666.017,5769359.269
"327","FLY31","FLEURY","FLY",2,"31","RICHELIEU","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,921,7,-8124080.278,5767222.337
"328","FLY32","FLEURY","FLY",2,"32","RICHELIEU","3-maïs-grain",NA,7,"7-8 ans",NA,NA,NA,NA,NA,574,7,-8125773.421,5765360.497
"329","FUT019","FOURCHETTE","FUT",2,"019","LOTBINIERE","1-prairie",NA,5,"5-6 ans",NA,NA,NA,NA,NA,900,7,-7946143.706,5846574.34
"330","FUT020","FOURCHETTE","FUT",2,"020","LOTBINIERE","1-prairie",NA,5,"5-6 ans",NA,NA,NA,NA,NA,1115,7,-7946090.463,5846524.055
"331","FUT021","FOURCHETTE","FUT",2,"021","BEAUCE NORD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,1260,7,-7907738.894,5877048.683
"332","FUT028","FOURCHETTE","FUT",2,"028","BEAUCE NORD","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,704,7,-7907709.217,5876526
"333","FUT060","FOURCHETTE","FUT",2,"060","BEAUCE NORD","2-céréales",NA,5,NA,NA,NA,NA,NA,NA,960,7,-7905284.917,5878661.284
"334","FUT068","FOURCHETTE","FUT",2,"068","LOTBINIERE","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,1042,7,-7946355.163,5846381.118
"335","GEB007","GREENSBORO","GEB",3,"007","COMPTON","4-pommes de terre",NA,2,NA,"sarrasin",1,NA,NA,NA,533,7,-7990282.396,5663381.975
"336","GEB008","GREENSBORO","GEB",3,"008","STANSTEAD","2-céréales",NA,3,NA,NA,NA,NA,NA,NA,933,7,-8007551.554,5664893.443
"337","GEB009","GREENSBORO","GEB",3,"009","STANSTEAD","1-prairie",NA,5,NA,NA,NA,NA,NA,NA,717,7,-8007515.863,5664524.525
"338","GEB011","GREENSBORO","GEB",3,"011","SHERBROOKE","3-maïs-grain","semi-direct depuis 3 ans",2,NA,"céréales",6,NA,NA,NA,610,7,-8001152.087,5650737.804
